cryopyrin-associated periodic syndrome	:0
Radial dysplasia	:1
lack of vaginal lubrication	:0
Congenital pulmonary venous return anomaly	:0
Spermaturia	:1
Hyper-IgD syndrome	:1
intercostal neuralgia	:0
Freiberg disease	:1
papular stomatitis	:0
toxic epidermal necrolysis	:0
Malakoplakia	:1
Achenbach syndrome	:0
trichophagia	:0
Ear mite	:0
heparin-induced thrombocytopenia	:0
Slocumb's syndrome	:0
keratosis pilaris	:0
Zuelzer-Wilson's syndrome	:0
cardiomegaly	:0
carcinoid tumor	:0
rheumatoid nodule	:0
sacrococcygeal teratoma	:0
Kienbock's disease	:0
conductive hearing loss	:0
herpesviral encephalitis	:0
hypervolemia	:0
Mallory–Weiss syndrome	:0
polycoria	:0
hyperkeratosis	:0
hematidrosis	:0
postoperative nausea and vomiting	:0
receptive aphasia	:0
deep vein thrombosis	:0
Malum perforans	:1
medication overuse headache	:0
pseudarthrosis	:0
contrast-induced nephropathy	:0
madarosis	:0
acoustic shock	:0
abuse of medicaments	:0
postencephalitic syndrome	:0
hypereosinophilic syndrome	:0
Cracked nipple	:1
Jessner's lymphocytic infiltration of the skin	:0
Haemolacria	:1
Ollier disease	:1
bone marrow edema	:0
Plagiocephaly	:1
Rhinophyma	:1
Eosinophilic fasciitis	:1
Ramsay Hunt syndrome	:0
Shy-Drager syndrome	:0
Youssef's syndrome	:0
Idiopathic Hypersomnia	:0
shock kidney	:0
hemiparesis	:0
Transient epileptic amnesia	:0
obstetrical hemorrhage	:0
adrenal insufficiency	:0
odontoma	:0
Lacunar amnesia	:1
Masked depression	:0
upper respiratory tract infection	:0
alopecia	:0
Majewski's polydactyly syndrome	:0
Smith-Magenis syndrome	:0
plantar wart	:0
autoimmune pancreatitis	:0
subacute bacterial endocarditis	:0
dentatorubral-pallidoluysian atrophy	:0
gastrointestinal system disease	:0
staphyloma	:0
metabolic disease	:0
Werdnig–Hoffmann disease	:0
acute kidney tubular necrosis	:0
reticular erythematous mucinosis	:0
Wagner's disease	:0
cardiogenic shock	:0
ureter carcinoma	:0
pitted keratolysis	:0
growth disorder	:0
angiostrongyliasis	:0
Latrodectism	:1
acarophobia	:0
secondary caries	:0
paralytic shellfish poisoning	:0
splenosis	:0
clostridial necrotizing enteritis	:0
astasis	:0
cervical disc herniation	:0
skin infection	:0
varicose ulcer	:0
Partially duplicated ureter	:0
barotitis	:0
tumor of hematopoietic and lymphoid tissues	:0
Abrachia	:0
Skumin syndrome	:0
post-concussion syndrome	:0
atypical pneumonia	:0
neuritis	:0
chronic lower respiratory diseases	:0
synucleinopathy	:0
posterior tibial tendon dysfunction	:0
reactive airway disease	:0
chronic headache	:0
sinus arrhythmia	:0
androgenic alopecia	:0
progressive muscular atrophy	:0
Infantile free sialic acid storage disease	:1
spinocerebellar ataxia type 13	:0
depersonalization disorder	:0
neurogenic bladder	:0
struma ovarii	:0
strongyloidiasis	:0
tauopathy	:0
recurrent corneal erosion	:0
cervicitis	:0
Psychogenic disease	:0
furunculosis	:0
eye injury	:0
Miller syndrome	:1
lymph node metastasis	:0
complete cerebral ischemia	:0
postviral fatigue syndrome	:0
cerebral hypoxia	:0
intestinal capillariasis	:0
Focal infection of oral origin	:0
abnormal uterine bleeding	:0
autosomal dominant polycystic kidney	:0
essential fructosuria	:0
scaphocephaly	:0
asthenozoospermia	:0
stenosis	:0
delusional misidentification syndrome	:0
tetra-amelia	:0
agrammatism	:0
neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	:0
Proctalgia fugaz	:0
variant Creutzfeldt–Jakob disease	:0
bluetongue disease	:0
1918-1920 flu pandemic	:0
post-polio syndrome	:0
Dipylidium caninum infectious disease	:0
bovine malignant catarrhal fever	:0
parasitic helminthiasis infectious disease	:0
rickettsiosis	:0
Infectious mononucleosis	:1
African trypanosomiasis	:1
Chagas disease	:1
Q fever	:1
Lemierre's syndrome	:0
Rift Valley fever	:1
Ludwig's angina	:0
legionnaires' disease	:0
typhus	:0
acariasis	:0
dirofilariasis	:0
otitis	:0
coccidiosis in rabbits	:0
Pediculus humanus capitis infestation	:0
Whipple disease	:0
swine vesicular disease	:0
contagious pustular dermatitis	:0
St. Louis encephalitis	:0
Colorado tick fever	:1
yaws	:0
typhoid fever	:0
abscess	:0
myiasis	:0
tick-borne encephalitis	:0
dracunculiasis	:0
coccidiosis	:0
hand, foot and mouth disease	:0
molluscum contagiosum	:0
herpangina	:0
Lassa fever	:1
foot-and-mouth disease	:0
hepatitis C	:0
leptospirosis	:0
listeriosis	:0
human papillomavirus infection	:0
schistosomiasis	:0
blackwater fever	:0
salmonellosis	:0
hepatitis D	:0
cystoisosporiasis	:0
bejel	:0
relapsing fever borreliosis	:0
progressive multifocal leukoencephalopathy	:0
anthrax	:0
Marburg virus disease	:1
scarlet fever	:0
digital dermatitis	:0
trachoma	:0
paracoccidioidomycosis	:0
Brill-Zinsser disease	:0
giardiasis	:0
hepatitis E	:0
glanders	:0
trench fever	:0
actinomycosis	:0
alveolar echinococcosis	:0
louping ill	:0
orbital cellulitis	:0
cat-scratch disease	:0
lymphogranuloma venereum	:0
gonorrhea	:0
diphtheria	:0
botulism	:0
brucellosis	:0
tinea capitis vale	:0
otitis externa	:0
paratyphoid fever	:0
toxoplasmosis	:0
herpes zoster	:0
erysipelas	:0
candidiasis	:0
Teschen disease	:0
bovine tuberculosis	:0
blastomycosis	:0
campylobacteriosis	:0
severe acute respiratory syndrome	:0
rhinitis	:0
tularemia	:0
yellow fever	:0
rubella	:0
hepatitis A	:0
cysticercosis	:0
shigellosis	:0
theileriasis	:0
pyelonephritis	:0
Milium	:0
Naegeli–Franceschetti–Jadassohn syndrome	:0
iron overload	:0
Paraproctitis	:1
osteochondroma	:0
Eosinophilic pustular folliculitis of infancy	:1
chilblains	:0
hemorrhage per rhexis	:0
synostosis	:0
Chronic Thromboembolic Pulmonary Hypertension	:0
Cushing's disease	:0
Erythema ab igne	:1
pentosuria	:0
cocoliztli	:0
vibration white finger	:0
aspirin-induced asthma	:0
Periodic fever, aphthous stomatitis, pharyngitis and adenitis	:0
Van Buchem disease	:0
polyposis	:0
glutaric aciduria type 1	:0
Nasal vestibulitis	:1
Teratospermia	:1
interface dermatitis	:0
Hereditary cerebral hemorrhage with amyloidosis, Dutch type	:0
alpha chain disease	:0
Milker's nodule	:0
microscopic polyangiitis	:0
Morton's neuroma	:0
chronic pancreatitis	:0
lipoid arc	:0
opioid withdrawal syndrome	:0
microscopic colitis	:0
rectal prolapse	:0
pleomorphic adenoma	:0
myocardial stunning	:0
B-cell prolymphocytic leukemia	:1
Phototoxicity	:1
hemosiderosis	:0
sudden death in athletes	:0
pseudopterygium	:0
lateral medullary syndrome	:0
restrictive cardiomyopathy	:0
chronic granulomatous disease	:0
Acrodynia	:1
organic psychosis	:0
ideas of reference and delusions of reference	:0
proteopathy	:0
meningeal carcinomatosis	:0
proximal myotonic myopathy	:0
Nonossifying fibroma	:0
Residual ovary syndrome	:0
misophonia	:0
Niemann–Pick disease, type C	:0
cytomegaloviral disease	:0
prolapse	:0
rhinosinusitis	:0
tooth ankylosis	:0
spinal cord infarction	:0
autoimmune connective tissue disorder	:0
pseudoporphyria	:0
hereditary multiple exostoses	:0
adenosine monophosphate deaminase deficiency	:0
myringitis	:0
Postoperative residual curarization	:1
renal pelvis carcinoma	:0
canine influenza	:0
Extravasation	:0
peritoneal carcinomatosis	:0
porcelain gallbladder	:0
post-aggression metabolism	:0
pseudotumor	:0
organ torsion	:0
sacroiliitis	:0
Postanesthetic shivering	:1
middle cerebral artery infarction	:0
multiminicore myopathy	:0
nasociliary neuralgia	:0
livedo reticularis	:0
obstructive uropathy	:0
ocular albinism type 1	:0
Haff disease	:1
Patella bipartita	:0
Bulbar palsy	:1
cerebellar hypoplasia	:0
Photophthalmia	:0
oculomotor apraxia	:0
transcortical motor aphasia	:0
retrognathism	:0
May–Hegglin anomaly	:0
medullary cystic kidney disease	:0
neurofibromatosis type II	:0
Myeloma cast nephropathy	:1
Orofacial myological disorders	:0
Oligomenorrhea	:1
non-odontogenic cyst	:0
Purpura cerebri	:0
neurological neglect syndrome	:0
multimorbidity	:0
pudendal nerve entrapment	:0
pinealoblastoma	:0
Q3526890	:0
Q3675031	:0
Melnick–Needles syndrome	:0
Testicular dysgenesis syndrome	:1
varicose veins on the hands	:0
Junctional epidermolysis bullosa, Herlitz type	:0
Anetoderma	:1
Hirschsprung-associated enterocolitis	:0
lamellar ichthyosis	:0
X-linked ichthyosis	:1
Lymphedema–distichiasis syndrome	:0
balance disorder	:0
sleep-related dissociative disorder	:0
epithelioma	:0
melanocytic tumor	:0
anisopoikilocytosis	:0
optic atrophy	:0
Hyaline degeneration	:0
Transient acantholytic dermatosis	:1
Leiner's disease	:0
obstructive lung disease	:0
Tricho–rhino–phalangeal syndrome	:0
junctional ectopic tachycardia	:0
osteoarticular tuberculosis of the knee	:0
vasoplegia	:0
norovirus infection	:0
erythroblastopenia	:0
stable angina	:0
ear canal atresia	:0
bladder urachal carcinoma	:0
accommodative esotropia	:0
seasonal allergic rhinitis	:0
Wiedemann-Rautenstrauch syndrome	:0
rotator cuff tear	:0
Tuberculosis of the adrenal glands	:0
Drop attack	:0
vernal conjunctivitis	:0
acute erythroid leukemia	:0
malignant nephroangiosclerosis	:0
McKusick–Kaufman syndrome	:0
occipital horn syndrome	:0
neuro-anemia syndrome	:0
primary erythermalgia	:0
sycosis	:0
Sandifer syndrome	:1
amyotrophic lateral sclerosis and frontotemporal dementia	:0
amyopathic dermatomyositis	:0
epiblepharon	:0
oxycephaly	:0
Leukoedema	:1
staphylococcal meningitis	:0
Bare lymphocyte syndrome	:1
solitary median maxillary central incisor syndrome	:0
paraneoplastic neurologic syndrome	:0
colonic neoplasm	:0
fugu poisoning	:0
chronic idiopathic myelofibrosis	:0
mercurial erythema	:0
acute concomitant esotropia	:0
Subdural hygroma	:1
Lymphangiectasia	:1
congenital disorder of glycosylation type Ia	:0
otopalatodigital syndrome type 1	:0
typical pulmonary carcinoid tumour	:0
X-linked reticulate pigmentary disorder	:1
ocular dystrophy	:0
DeSanctis–Cacchione syndrome	:0
Lasthenie de Ferjol syndrome	:0
Masters-Allen syndrome	:0
obstructive symptoms	:0
orofaciodigital syndrome I	:0
Paris-Trousseau syndrome	:1
sensory processing disorder	:0
connective tissue neoplasm	:0
neuroectodermal tumor	:0
varicose veins on the face	:0
hereditary mucosal leukokeratosis	:0
Malignant Migrating Partial Seizures in Infancy	:0
allomnesia	:0
beta thalassemia	:0
central sleep apnea	:0
pulmonary blastoma	:0
first-degree atrioventricular block	:0
stomach carcinoma	:0
keratosis	:0
myoclonic dystonia	:0
endoleak	:0
cannabis dependence	:0
lymphomatoid granulomatosis	:0
ileitis	:0
primary effusion lymphoma	:0
splenic marginal zone lymphoma	:0
luteoma	:0
Hurler–Scheie syndrome	:0
Salla disease	:1
syphilitic meningitis	:0
pseudopyloric metaplasia	:0
Microspherophakia	:1
acne keloidalis nuchae	:0
toxic effect of organic solvents	:0
Lunatic	:0
Neuhauser anomaly	:0
Progressive inflammatory neuropathy	:1
ascending aortic aneurysm	:0
Kjer's optic neuropathy	:0
pulmonary atresia with Ventricular Septal Defect	:0
Distal renal tubular acidosis	:1
hemorrhagic shock	:0
citrullinemia type II	:0
paranoid psychosis	:0
anaclitic depression	:0
zygomycosis	:0
fluoride toxicity	:0
Athletic pubalgia	:1
pigmentary glaucoma	:0
femoral hernia	:0
condylar hyperplasia	:0
Localized hemosiderosis	:0
Toluene toxicity	:0
Hyperchlorhydria	:1
Diastematomyelia	:1
Excessive daytime sleepiness	:1
Spontaneous bacterial peritonitis	:1
localized lymphadenopathy	:0
kyphoscoliosis	:0
aneurysm of hepatic artery	:0
folate deficiency	:0
Autosomal recessive multiple epiphyseal dysplasia	:1
trehalase deficiency	:0
distomatosis	:0
bicytopenia	:0
health effects of caffeine	:0
total anomalous pulmonary venous connection	:0
bullous emphysema	:0
cytochrome P450 Oxidoreductase Deficiency	:0
animal monocytic Ehrlichiosis	:0
lacrimal fistula	:0
